City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
467,Charlestown,AU,-32.95,151.6667,51.69,83,8,3.0,clear sky
468,Aasiaat,GL,68.7098,-52.8699,36.14,81,100,18.28,overcast clouds
469,Khandyga,RU,62.6667,135.6,62.06,64,15,2.33,few clouds
470,Santa Rosalia,MX,27.3167,-112.2833,91.29,30,1,7.23,clear sky
471,Sitka,US,57.0531,-135.33,72.09,42,10,5.84,clear sky
472,Neuquen,AR,-38.9516,-68.0591,55.29,35,0,8.05,clear sky
473,Uruzgan,AF,32.8333,66.0,71.13,22,0,5.93,clear sky
474,Orange Cove,US,36.6244,-119.3137,98.62,10,0,5.53,clear sky
475,Carballo,ES,43.213,-8.691,71.29,90,84,3.76,broken clouds
476,Emba,KZ,48.8264,58.1442,71.2,40,64,7.11,broken clouds
477,Umba,RU,66.6871,34.3429,45.01,92,99,14.63,overcast clouds
478,Ambovombe,MG,-25.1667,46.0833,65.21,62,52,10.2,broken clouds
479,Ust-Kut,RU,56.7938,105.7672,62.33,89,91,2.01,overcast clouds
480,Phek,IN,25.6667,94.5,59.56,99,100,2.71,light rain
481,Mbour,SN,14.422,-16.9638,77.85,72,100,13.15,overcast clouds
482,Darhan,MN,49.4867,105.9228,61.3,85,26,2.15,scattered clouds
483,Avera,US,33.194,-82.5271,97.38,30,2,9.57,clear sky
484,Mendota,US,36.7536,-120.3816,98.15,9,1,6.2,clear sky
485,Puerto Escondido,MX,15.85,-97.0667,80.67,80,100,6.51,overcast clouds
486,Chapleau,CA,47.8405,-83.4034,69.89,52,75,13.8,broken clouds
487,Nuuk,GL,64.1835,-51.7216,35.6,82,100,14.67,overcast clouds
488,Narasannapeta,IN,18.4167,84.05,81.77,84,100,8.72,overcast clouds
489,Asino,RU,56.9979,86.1452,52.77,97,100,6.73,overcast clouds
490,Rocha,UY,-34.4833,-54.3333,52.86,92,100,3.51,overcast clouds
491,Bila,BA,43.7825,16.9253,68.0,81,100,5.23,overcast clouds
492,Tezu,IN,27.9167,96.1667,71.26,99,100,3.27,moderate rain
493,Grinnell,US,41.743,-92.7224,89.58,38,0,12.66,clear sky
494,San Cristobal,VE,7.7669,-72.225,80.78,73,38,4.59,scattered clouds
495,Tucuru,GT,15.3,-90.0667,82.44,88,100,3.51,overcast clouds
496,Poum,NC,-20.2333,164.0167,78.69,84,100,12.64,overcast clouds
497,Yakeshi,CN,49.2833,120.7333,59.31,68,11,2.8,few clouds
498,Ajdabiya,LY,30.7554,20.2263,77.9,48,0,10.92,clear sky
499,Iqaluit,CA,63.7506,-68.5145,42.53,56,75,21.85,broken clouds
500,Middlebury,US,44.0153,-73.1673,75.27,73,100,13.8,overcast clouds
501,Ust-Nera,RU,64.5667,143.2,57.29,64,91,5.1,overcast clouds
502,Ericeira,PT,38.9627,-9.4156,68.77,78,63,3.04,broken clouds
503,Ozernovskiy,RU,51.5,156.5167,50.52,80,92,10.51,overcast clouds
504,Jalu,LY,29.0331,21.5482,83.5,27,3,9.71,clear sky
505,Souillac,MU,-20.5167,57.5167,71.98,83,20,9.22,few clouds
506,Sola,VU,-13.8833,167.55,81.27,89,75,4.61,broken clouds
507,Wladyslawowo,PL,54.7909,18.4009,57.0,92,49,9.46,scattered clouds
508,Wembley,AU,-31.9333,115.8,61.79,94,20,10.36,few clouds
509,Acapulco,MX,16.8634,-99.8901,78.62,94,100,8.05,overcast clouds
510,Kapuskasing,CA,49.4169,-82.4331,68.09,64,75,23.02,broken clouds
511,Moroto,UG,2.5345,34.6666,67.68,56,6,3.96,clear sky
512,Kifri,IQ,34.6959,44.9661,88.81,17,0,11.56,clear sky
513,Sidhi,IN,24.4167,81.8833,81.73,67,100,9.19,overcast clouds
514,Muros,ES,42.7762,-9.0603,69.1,93,72,5.3,broken clouds
515,Grand Baie,MU,-20.0182,57.5802,72.45,73,1,4.0,clear sky
516,Yukhnov,RU,54.7444,35.2297,53.08,78,91,5.17,overcast clouds
517,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,43,0,27.63,clear sky
518,Makakilo City,US,21.3469,-158.0858,80.01,77,100,5.75,light rain
519,Qui Nhon,VN,13.7667,109.2333,79.3,81,81,4.68,broken clouds
520,Guerrero Negro,MX,27.9769,-114.0611,75.33,48,0,18.23,clear sky
521,Caravelas,BR,-17.7125,-39.2481,69.04,71,1,5.53,clear sky
522,Port Lincoln,AU,-34.7333,135.8667,52.93,72,3,3.44,clear sky
523,Bemidji,US,47.4736,-94.8803,72.55,45,40,25.32,scattered clouds
524,Mandan,US,46.8267,-100.8896,79.38,50,0,16.11,clear sky
525,Bossier City,US,32.516,-93.7321,99.09,42,0,6.91,clear sky
526,Katangli,RU,51.7102,143.2326,43.05,92,97,5.75,overcast clouds
527,Verkh-Usugli,RU,52.7,115.1667,59.02,59,71,0.56,broken clouds
528,Midland,US,31.9974,-102.0779,99.05,20,0,19.57,clear sky
529,Bilma,NE,18.6853,12.9164,89.26,33,80,8.66,broken clouds
530,Fontanka,UA,46.5626,30.8607,64.58,66,12,9.98,few clouds
531,Alegrete,BR,-29.7831,-55.7919,61.29,93,100,6.87,overcast clouds
532,Praia,CV,14.9215,-23.5087,77.54,50,75,11.5,broken clouds
533,Le Port,RE,-20.9373,55.2919,71.6,85,2,10.6,clear sky
534,Mangrol,IN,21.1167,70.1167,83.71,79,85,13.24,overcast clouds
535,Aksay,RU,47.26,39.87,68.25,48,62,5.99,broken clouds
536,Kungurtug,RU,50.5994,97.5228,51.58,97,51,0.94,light rain
537,Gornopravdinsk,RU,60.05,69.9,48.88,76,84,5.95,broken clouds
538,Kibala,TD,9.1104,18.3463,84.15,70,20,0.0,thunderstorm
539,Gamba,GA,-2.65,10.0,71.31,87,62,5.14,broken clouds
540,Seabra,BR,-12.4186,-41.7703,63.37,47,0,3.15,clear sky
541,Bayan,CN,46.0833,127.4,63.48,90,99,9.46,overcast clouds
542,Santiago De Cao,PE,-7.9589,-79.2392,64.53,77,38,13.8,fog
543,Zaranj,AF,30.9667,61.8833,93.16,12,0,15.32,clear sky
544,Revda,RU,56.801,59.9303,55.99,92,57,3.27,broken clouds
545,Port Hedland,AU,-20.3167,118.5667,62.65,63,51,6.91,broken clouds
546,Umm Kaddadah,SD,13.6017,26.6876,89.47,33,69,5.64,broken clouds
547,Hapur,IN,28.7167,77.7833,86.76,46,23,3.2,few clouds
548,Padang,ID,-0.9492,100.3543,76.24,90,100,2.64,overcast clouds
549,San Jose De Guanipa,VE,8.8872,-64.1651,86.07,50,26,12.06,scattered clouds
550,Vostok,RU,46.4856,135.8833,60.51,83,18,2.24,few clouds
551,Maykopskoye,RU,45.3936,40.7658,60.35,64,48,3.85,scattered clouds
552,Asyut,EG,27.181,31.1837,84.38,34,0,14.14,clear sky
553,Husavik,IS,66.0449,-17.3389,54.61,58,64,4.68,broken clouds
554,Tula,RU,54.2044,37.6111,54.43,80,87,6.2,overcast clouds
555,Sturgeon Bay,US,44.8342,-87.377,80.56,47,40,16.11,scattered clouds
556,Svetlogorsk,BY,52.6333,29.7333,57.31,84,98,1.81,overcast clouds
557,Leningradskiy,RU,69.3833,178.4167,36.88,76,92,11.59,overcast clouds
558,Udachnyy,RU,66.4167,112.4,57.45,50,60,6.04,broken clouds
559,Kattivakkam,IN,13.2167,80.3167,86.09,84,98,10.85,overcast clouds
560,Sisimiut,GL,66.9395,-53.6735,37.89,92,100,15.39,light rain
561,Buchanan,LR,5.8808,-10.0467,76.77,88,99,12.59,light rain
562,Gweta,BW,-20.1833,25.2333,56.5,21,1,7.31,clear sky
563,Launceston,AU,-41.45,147.1667,40.15,93,97,4.61,overcast clouds
564,Ayutla,MX,20.1167,-104.3333,72.43,65,93,6.87,overcast clouds
565,Bara,NG,10.3744,10.7288,76.01,80,100,3.22,moderate rain
566,Marsabit,KE,2.3284,37.9899,67.3,61,76,20.8,broken clouds
567,Linqiong,CN,30.4159,103.4609,67.82,75,40,2.13,scattered clouds
568,Clyde River,CA,70.4692,-68.5914,30.43,100,100,31.07,light snow
569,Dombarovskiy,RU,50.7587,59.5386,65.03,64,7,4.97,clear sky
570,Tutoia,BR,-2.7619,-42.2744,79.23,75,80,5.77,broken clouds
571,Zhanakorgan,KZ,43.9098,67.2495,83.05,14,15,17.72,few clouds
572,Mazatlan,MX,23.2167,-106.4167,88.02,79,45,8.01,scattered clouds
573,Nabire,ID,-3.3667,135.4833,75.22,93,96,3.47,overcast clouds
574,Paez,CO,5.1011,-73.0512,68.4,90,70,2.37,broken clouds
575,Brae,GB,60.3964,-1.353,54.59,88,99,9.57,overcast clouds
576,Lima,PE,-12.0432,-77.0282,63.39,74,0,13.8,clear sky
577,Sorong,ID,-0.8833,131.25,79.61,80,95,2.73,overcast clouds
578,Scandiano,IT,44.5965,10.6907,78.46,81,15,2.91,few clouds
579,Jerecuaro,MX,20.15,-100.5167,75.6,39,100,12.68,overcast clouds
580,Binzhou,CN,37.3667,118.0167,74.43,77,71,16.98,light rain
581,Klyuchevskiy,RU,53.5317,119.4519,59.9,58,14,1.32,few clouds
582,Karratha,AU,-20.7377,116.8463,71.65,54,34,7.78,scattered clouds
583,Laramie,US,41.3114,-105.5911,86.09,15,0,3.0,clear sky
584,Beringovskiy,RU,63.05,179.3167,44.6,74,73,6.38,broken clouds
585,Broome,US,42.2506,-75.833,77.77,77,40,10.36,scattered clouds
586,Maine-Soroa,NE,13.2114,12.0241,82.85,54,22,12.88,few clouds
587,Grindavik,IS,63.8424,-22.4338,51.75,81,100,11.5,moderate rain
588,Omalur,IN,11.741,78.0456,79.5,77,100,1.52,overcast clouds
589,Astoria,US,46.1879,-123.8313,63.72,60,100,14.97,overcast clouds
590,Honiara,SB,-9.4333,159.95,82.26,73,67,7.7,broken clouds
591,Boyolangu,ID,-8.1181,111.8935,74.8,89,61,2.77,light rain
592,Sobolevo,RU,54.4299,31.8996,51.67,89,94,5.84,overcast clouds
593,Polewali,ID,-3.4324,119.3435,74.77,91,94,3.18,overcast clouds
594,Dengzhou,CN,37.8086,120.7508,68.7,88,8,6.93,clear sky
595,Tambopata,PE,-12.7333,-69.1833,75.99,70,3,2.82,clear sky
596,Mocuba,MZ,-16.8392,36.9856,63.88,99,14,2.8,few clouds
597,San Jose De Buan,PH,12.0529,125.0251,74.46,97,87,1.72,overcast clouds
598,Lubumbashi,CD,-11.6609,27.4794,56.52,49,5,3.31,clear sky
599,Safaga,EG,26.7292,33.9365,85.42,47,0,13.0,clear sky
600,Da Lat,VN,11.9465,108.4419,59.54,96,66,1.36,broken clouds
601,Kurchum,KZ,48.5722,83.6542,56.88,72,9,5.32,clear sky
602,Virtsu,EE,58.5716,23.5115,55.98,77,75,11.14,broken clouds
603,Salinopolis,BR,-0.6136,-47.3561,77.72,83,72,6.55,broken clouds
604,Windhoek,NA,-22.5594,17.0832,53.8,30,0,5.75,clear sky
605,Port Blair,IN,11.6667,92.75,78.84,89,40,0.0,mist
606,Oktyabrskiy,RU,54.4815,53.471,62.42,83,99,1.95,light rain
607,Farsund,NO,58.0948,6.8047,55.94,100,97,9.13,overcast clouds
608,Ambilobe,MG,-13.2,49.05,68.18,92,30,3.06,light rain
609,Nizwa,OM,22.9333,57.5333,90.18,37,8,1.61,clear sky
610,Sikar,IN,27.6167,75.15,87.22,51,13,12.62,few clouds
611,Kroya,ID,-7.6331,109.2461,75.69,89,73,3.22,broken clouds
612,Arcata,US,40.8665,-124.0828,63.12,66,75,8.05,broken clouds
613,Ondjiva,AO,-17.0667,15.7333,58.3,38,0,4.0,clear sky
614,Mabaruma,GY,8.2,-59.7833,84.2,74,40,6.91,scattered clouds
615,Am Timan,TD,11.0297,20.2827,82.02,59,82,10.31,broken clouds
616,Nemuro,JP,43.3236,145.575,54.45,96,44,6.91,scattered clouds
617,Skjervoy,NO,70.0311,20.9714,45.99,75,7,3.94,clear sky
618,Ola,RU,59.5833,151.2833,46.15,92,100,4.45,light rain
619,Vaasa,FI,63.096,21.6158,49.95,81,0,1.14,clear sky
620,West Bay,KY,19.3667,-81.4167,78.08,94,75,9.22,broken clouds
621,Foam Lake,CA,51.65,-103.5343,64.42,73,84,13.24,broken clouds
622,Ixtapa,MX,20.7,-105.2,84.22,77,100,4.0,overcast clouds
623,Manica,FR,49.0,-1.1667,62.98,74,82,4.25,broken clouds
624,Bend,US,44.0582,-121.3153,67.86,42,0,9.22,clear sky
625,Morondava,MG,-20.2833,44.2833,68.52,80,0,10.07,clear sky
626,Septemvri,BG,42.2167,24.1,61.97,76,6,2.95,clear sky
627,Callaway,US,30.153,-85.5699,92.91,63,0,11.5,clear sky
628,Porto Seguro,BR,-16.4497,-39.0647,72.12,68,0,3.44,clear sky
629,Cockburn Town,TC,21.4612,-71.1419,84.16,70,40,11.5,scattered clouds
630,Verdun,FR,49.25,5.3333,62.17,71,60,6.6,broken clouds
631,Saint-Honore,CA,48.5334,-71.0824,66.45,100,100,4.61,light rain
632,Horb,DE,50.288,11.1375,62.6,69,68,3.74,broken clouds
633,Valdivia,CL,-39.8142,-73.2459,48.29,90,100,9.19,overcast clouds
634,Sabha,LY,27.0377,14.4283,81.25,21,0,9.6,clear sky
635,Jibuti,DJ,11.5,42.5,85.35,54,42,9.46,scattered clouds
636,Matata,NZ,-37.8833,176.75,53.73,76,98,2.51,overcast clouds
637,Taunggyi,MM,20.7833,97.0333,62.01,98,100,4.14,light rain
638,Mehran,IR,33.1222,46.1646,88.41,15,0,12.59,clear sky
639,Gus-Zheleznyy,RU,55.0581,41.1656,51.96,92,6,2.62,clear sky
640,San Rafael Del Sur,NI,11.8485,-86.4384,79.77,79,100,5.46,overcast clouds
641,Tessalit,ML,20.1986,1.0114,85.87,41,91,18.9,overcast clouds
642,Vladimiro-Aleksandrovskoye,RU,42.8944,133.0778,59.72,90,65,1.32,broken clouds
643,Mae Ramat,TH,16.984,98.5166,78.8,98,100,0.6,overcast clouds
644,Eureka,US,40.8021,-124.1637,63.12,67,100,5.01,overcast clouds
645,Nantucket,US,41.2835,-70.0995,66.31,77,75,12.66,broken clouds
646,Flinders,AU,-34.5833,150.8552,54.18,77,34,1.01,scattered clouds
647,Mokhsogollokh,RU,61.4681,128.9203,54.27,84,100,5.21,overcast clouds
648,Fairview,US,40.8126,-73.999,72.79,80,100,10.36,overcast clouds
649,Tay Ninh,VN,11.3,106.1,78.35,88,91,4.59,overcast clouds
650,Atar,MR,20.5169,-13.0499,98.91,12,2,12.21,clear sky
651,La Romana,DO,18.4273,-68.9728,77.36,94,100,9.22,thunderstorm with light rain
652,Sinnamary,GF,5.3833,-52.95,78.58,80,94,5.93,light rain
653,Agadir,MA,30.4202,-9.5982,70.25,78,0,4.41,clear sky
654,Ascension,US,30.2169,-90.9001,95.0,70,40,0.0,scattered clouds
655,Lubu,CN,23.1742,112.2809,75.33,99,100,1.12,overcast clouds
656,Ashqelon,IL,31.6693,34.5715,78.69,78,0,9.55,clear sky
657,Diego De Almagro,CL,-26.3667,-70.05,51.26,59,0,6.89,clear sky
658,Elko,US,41.0002,-115.5012,95.02,10,0,20.18,clear sky
659,Kashi,CN,39.4547,75.9797,74.41,17,20,15.66,few clouds
660,Choix,MX,26.7092,-108.3219,100.71,29,30,5.55,scattered clouds
661,Itoman,JP,26.1247,127.6694,78.82,92,75,6.91,broken clouds
662,Namatanai,PG,-3.6667,152.4333,81.01,76,49,9.24,scattered clouds
663,Ures,MX,29.4333,-110.4,108.9,12,21,13.0,few clouds
664,Olafsvik,IS,64.8945,-23.7142,49.48,73,73,8.77,broken clouds
665,Ranghulu,CN,46.65,124.8667,65.08,67,13,11.16,few clouds
666,Jacareacanga,BR,-6.2222,-57.7528,78.66,66,28,2.44,scattered clouds
667,Kaseda,JP,31.4167,130.3167,73.4,86,100,3.33,overcast clouds
668,Alappuzha,IN,9.49,76.3264,79.36,84,99,8.3,light rain
669,Lagos,NG,6.5833,3.75,75.52,89,96,10.51,overcast clouds
670,Plaster Rock,CA,46.9065,-67.39,68.59,49,89,14.34,light rain
671,Preston,GB,53.7667,-2.7167,68.94,78,100,2.42,overcast clouds
672,Boksitogorsk,RU,59.474,33.8485,48.6,91,94,9.6,light rain
673,San Jeronimo,PE,-11.9472,-75.2829,59.2,39,10,4.83,clear sky
674,Aste,IT,45.7906,11.0961,66.9,70,68,3.49,broken clouds
675,Chadiza,ZM,-14.0678,32.4392,58.57,55,8,4.05,clear sky
676,Bagado,CO,5.4116,-76.4152,74.55,92,94,2.13,overcast clouds
677,Krasnoarmeysk,RU,51.0239,45.6969,57.74,92,61,6.89,broken clouds
678,Grootfontein,NA,-19.5667,18.1167,44.17,65,0,1.14,clear sky
679,Cubatao,BR,-23.895,-46.4253,80.8,55,75,4.61,broken clouds
680,Tupik,RU,54.4253,119.9327,57.85,71,63,1.72,broken clouds
681,Tsabong,BW,-26.0217,22.401,50.25,32,5,11.41,clear sky
682,Sal Rei,CV,16.1833,-22.9167,73.44,82,39,16.96,scattered clouds
683,Karlskrona,SE,56.1616,15.5866,57.65,69,80,8.1,broken clouds
684,Santa Catalina,PH,9.3337,122.8637,80.58,84,74,3.51,broken clouds
685,Metlaltoyuca,MX,20.7333,-97.85,83.77,56,97,7.52,overcast clouds
686,Kirakira,SB,-10.4544,161.9205,82.2,78,100,9.04,overcast clouds
687,Mityana,UG,0.4175,32.0228,62.44,90,43,1.5,scattered clouds
688,Belmonte,BR,-15.8631,-38.8828,70.77,68,16,6.8,few clouds
689,Zyryanka,RU,65.75,150.85,64.36,23,13,14.79,few clouds
690,Loralai,PK,30.3705,68.598,79.47,35,0,6.33,clear sky
691,Roshchino,RU,60.2519,29.6085,49.06,87,100,10.2,light rain
692,Denham Springs,US,30.4869,-90.9562,87.66,89,20,8.05,few clouds
693,Conde,BR,-7.2597,-34.9075,76.46,83,75,5.75,broken clouds
694,Westport,US,41.1415,-73.3579,69.84,86,100,12.66,overcast clouds
695,Winton,US,37.3894,-120.6133,93.74,13,3,9.51,clear sky
696,Skalat,UA,49.4273,25.9787,54.99,74,30,7.09,scattered clouds
697,Caraballeda,VE,10.6112,-66.8522,86.07,77,40,6.91,scattered clouds
698,Shenjiamen,CN,29.9576,122.298,71.51,97,100,13.04,overcast clouds
699,La Ligua,CL,-32.4524,-71.2311,54.34,78,83,4.05,broken clouds
700,Oda,JP,35.1833,132.5,68.77,74,32,7.14,scattered clouds
701,Ndende,GA,-2.4008,11.3581,70.12,92,78,3.22,broken clouds
702,Panormos,GR,35.4182,24.6909,74.12,78,0,6.55,clear sky
